conjunction_id,creation_date,tags,miss_distance,target_along_track,target_radial,target_cross_track,chaser_along_track,chaser_radial,chaser_cross_track,relative_position_n,relative_position_r,relative_position_t
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-18 01:19:56+00:00,"{cdm,ephemeris_target,enriched}",11503.0,22896.521636602887,34.72382029852732,1.5204699413936633,66637.96480457722,164.34459129367505,14.922651060589143,1469.1,-83.1,-11409.2
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-20 00:15:01+00:00,"{cdm,ephemeris_target_chaser,enriched}",5395.0,16489.020185110825,29.974622450696803,1.1158059157566025,33845.797755574815,175.81371535780565,118.31043706431885,689.6,27.4,-5351.4
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-20 08:31:07+00:00,"{cdm,ephemeris_target_chaser,enriched}",20149.0,16488.97215646909,29.93047713747807,1.1468291999592184,29044.289508335245,142.3988342027032,114.36801867761166,-2573.0,-76.9,19984.2
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-20 17:53:45+00:00,"{cdm,ephemeris_target_chaser,enriched}",22275.0,16488.96817347734,29.92676883476256,1.149375094882464,24657.466667412038,113.22471214740783,110.09740313302281,-2844.4,-94.2,22092.7
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-21 00:22:45+00:00,"{cdm,ephemeris_target_chaser,enriched}",8274.0,8655.776904166034,23.822945065103557,0.5940589485159655,24657.331968357266,113.22383996601992,110.09726035686701,-1056.6,-41.9,8206.7
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-21 06:45:31+00:00,"{cdm,baseline,enriched}",23279.0,8379.669341659115,66.03190808367542,11.191506789739794,18717.339163252167,121.54634500999818,16.49483079617481,-2968.9,-228.1,23088.5
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-21 08:41:07+00:00,"{cdm,ephemeris_target_chaser,enriched}",6233.0,8655.780699778445,23.825063749808947,0.5967850216322861,17021.801816331157,66.87591566937184,100.47690603633802,-796.1,-16.5,6182.8
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-21 15:38:53+00:00,"{cdm,baseline,enriched}",19901.0,6139.007190151604,47.851344203166455,9.207652368528711,15541.199941109217,102.7873468063248,15.644678511834709,-2538.2,-203.7,19738.0
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-21 17:39:12+00:00,"{cdm,ephemeris_target,enriched}",21906.0,4916.947439466159,18.680081004893896,0.7310628725407516,15541.209643777083,102.78945021358709,15.644053218831186,-2792.7,-246.4,21726.2
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-21 17:44:36+00:00,"{cdm,ephemeris_target_chaser,enriched}",13763.0,4916.960730843563,18.685872849431757,0.7304773208840399,13784.130973388275,49.780972936093015,95.13521632890941,-1757.9,-49.9,13650.8
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-22 01:00:43+00:00,"{cdm,baseline,enriched}",23102.0,4464.955005567222,48.32723343753593,9.735152009942441,9862.95865559229,93.9823082556673,24.571631837862828,-2948.4,-150.6,22913.3
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-22 06:38:33+00:00,"{cdm,baseline,enriched}",20211.0,3647.758621560467,46.07860466624301,10.205178889995677,9862.94354057761,93.9807673793436,24.577204958632624,-2579.5,-142.1,20046.0
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-22 13:55:36+00:00,"{cdm,baseline,enriched}",23042.0,2646.741278261608,39.44943630720506,8.999542764964758,6874.7908075739115,75.21706118230829,25.791913190421933,-2938.4,-247.9,22853.0
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-22 17:36:21+00:00,"{cdm,ephemeris_target,enriched}",22225.0,2445.9932342811467,13.72100943074484,0.7128922664224848,6874.788159957345,75.21660908254167,25.793474526635173,-2833.4,-247.4,22042.4
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-22 17:46:20+00:00,"{cdm,ephemeris_target_chaser,enriched}",18929.0,2445.997620154392,13.722404120355558,0.712955419027707,7660.4883270071605,35.442001770256034,74.90708178694531,-2417.1,-81.9,18774.6
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-22 19:28:45+00:00,"{cdm,ephemeris_target_chaser,enriched}",18929.0,2445.9976180796307,13.722403461128925,0.7129553891283048,7660.488320029546,35.442001760255785,74.90708176543312,-2416.9,-81.9,18774.6
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-23 01:35:01+00:00,"{cdm,ephemeris_target_chaser,enriched}",21295.0,2445.99456344572,13.721432340441446,0.7129113941354335,5914.417144532834,33.948569124679175,69.0152669682574,-2719.4,-95.4,21120.4
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-23 01:39:41+00:00,"{cdm,baseline,enriched}",23754.0,1434.3247309985832,35.668856323579355,9.631132736314932,5267.083777096645,72.19771270590725,25.774072502069554,-3029.0,-243.0,23559.8
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-23 06:42:34+00:00,"{cdm,baseline,enriched}",21445.0,1165.3868461907161,26.48076701036728,9.043384584261087,2788.2171509687228,38.837697888689696,34.41853133620623,-2735.6,-212.5,21269.5
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-23 08:43:08+00:00,"{cdm,ephemeris_target_chaser,enriched}",21624.0,2445.9941220075157,13.721291908158605,0.7129050404294298,4430.04836480183,34.85571938334425,62.909324023228244,-2760.9,-99.6,21447.5
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-23 15:44:17+00:00,"{cdm,baseline,enriched}",21795.0,755.1221871394689,10.832648132285938,7.564549158302038,2306.3235022504055,36.77762220512718,31.37107156190516,-2780.0,-220.5,21616.3
01HY4XRCHHAZTQ387PFWXNMMBD,2024-05-23 16:32:12+00:00,"{cdm,ephemeris_target_chaser,enriched}",22138.0,2445.993437394642,13.721074070364233,0.712895188761254,3211.4677181492625,38.1657417950901,56.60364732926405,-2826.3,-107.5,21957.2
